Kalimantan Barat,4/22/2021,18.26,0.37,1331.41,7.75
Banten,4/10/2021,9.23,0.19,4187.23,109.3
Sumatera Utara,3/5/2021,6.66,0.27,1691.71,57.28
Sumatera Utara,2/20/2021,6.66,0.13,1583.94,54.19
Kalimantan Tengah,2/19/2021,38.52,0.78,5085.81,122.55
Sumatera Utara,2/18/2021,6.66,0.34,1568.75,53.71
Sumatera Utara,2/6/2021,6.66,0.13,1450.3,51.29
Sulawesi Barat,1/31/2021,63.46,1.92,2392.33,51.28
Papua,1/15/2021,22.81,0,3218.64,36.4
Sulawesi Tenggara,1/10/2021,37.56,0,3187.3,60.71
Sulawesi Barat,1/10/2021,63.46,1.28,1464.76,30.77
Sumatera Selatan,1/6/2021,12.05,0.37,1486.7,77.4
Kalimantan Selatan,1/1/2021,24.61,0,3828.44,145.16
Kalimantan Utara,12/21/2020,152.68,0,4480.21,53.98
Sulawesi Utara,12/21/2020,37.47,1.89,3420.29,109.39
Bali,12/20/2020,23.48,0.71,3836.66,112.9
Daerah Istimewa Yogyakarta,12/7/2020,27.27,0,1942.98,41.86
Bali,11/28/2020,23.48,0.24,3244.89,100.57
Sulawesi Selatan,11/22/2020,10.5,0.32,2109.92,51.34
Lampung,11/11/2020,10.88,0,258.37,11.43
Riau,11/3/2020,16.3,0.33,2458.14,56.14
Sumatera Selatan,10/21/2020,12.05,0.37,891.75,51.6
Sumatera Utara,10/8/2020,6.66,0.47,743.8,30.99
Bali,10/6/2020,23.48,0.24,2263.19,20.63
Aceh,9/21/2020,18.87,0.38,703.99,25.73
Papua Barat,9/14/2020,86.79,3.51,1038.83,21.92
Kalimantan Selatan,9/9/2020,24.61,0.25,2237.61,92.72
Sulawesi Selatan,8/29/2020,10.5,0.21,1239.12,38.08
Riau,8/27/2020,16.3,0.49,240.36,4.12
Sulawesi Selatan,7/17/2020,10.5,0.32,813.84,27.69
Papua,6/2/2020,22.81,0.23,186.85,1.61
Sulawesi Tengah,7/2/2021,33.16,1.02,4676.26,137.71
Aceh,6/30/2021,18.68,2.1,3667.82,153.99
Sulawesi Selatan,6/8/2021,10.4,0,6627.43,100.67
Sumatera Utara,5/31/2021,6.59,0.4,2150.81,70.79
Lampung,5/29/2021,10.77,0.11,1979.97,101.7
Kalimantan Barat,5/28/2021,18.07,0.37,1951.75,16.23
Sumatera Utara,5/20/2021,6.59,0.07,2084.59,68.17
Kepulauan Riau,5/14/2021,50.79,0,6742.51,147.71
Kepulauan Riau,5/13/2021,50.79,6.22,6691.72,147.71
Aceh,5/4/2021,18.68,0.95,2170.85,86.71
Kalimantan Barat,5/1/2021,18.07,0,1445.01,8.11
Kalimantan Selatan,4/27/2021,24.36,1.74,8106.29,232.91
Kalimantan Barat,4/21/2021,18.07,0.55,1313.16,7.38
Kalimantan Barat,4/16/2021,18.07,0,1248.61,6.45
Nusa Tenggara Timur,3/24/2021,18.11,0.55,2219.79,59.87
Sumatera Utara,3/9/2021,6.59,0.4,1715.71,58.22
Lampung,2/20/2021,10.77,0.11,1310.74,67.4
Lampung,2/9/2021,10.77,0.44,1214.32,62.78
Lampung,2/4/2021,10.77,0.66,1159.13,59.59
Kalimantan Tengah,2/2/2021,38.13,0,4721.65,82.87
Papua,1/16/2021,22.58,0,3241.21,36.4
Sumatera Utara,1/15/2021,6.59,0,1310.6,47.6
Sumatera Selatan,1/14/2021,11.93,0.12,1560.32,79.22
Kalimantan Selatan,1/9/2021,24.36,0.25,3966.89,147.65
Banten,12/8/2020,9.14,0.47,1313.7,38.7
Aceh,10/20/2020,18.68,0.38,1289.25,46.88
Aceh,10/10/2020,18.68,0.38,1075.61,41.93
Papua,10/8/2020,22.58,0.23,1684.66,24.65
Banten,10/6/2020,9.14,0.28,591.38,19.87
Sumatera Utara,10/6/2020,6.59,0.13,730.69,30.19
Sumatera Utara,9/26/2020,6.59,0.13,668.31,28.1
Sumatera Utara,9/22/2020,6.59,0.07,643.1,27.09
Aceh,9/9/2020,18.68,0.19,410.12,15.44
Kalimantan Timur,8/14/2020,27.59,1.13,626.94,19.14
Kalimantan Selatan,8/9/2020,24.36,0.75,1669.13,75.81
Kalimantan Timur,8/7/2020,27.59,1.13,506.45,13.79
Aceh,7/31/2020,18.68,0,78.14,2.48
Sumatera Utara,7/16/2020,6.59,0.34,180.77,9.14
Sumatera Utara,6/13/2020,6.59,0.13,57.88,4.03
DKI Jakarta,5/9/2020,9.04,0.28,437.76,36.97
Nusa Tenggara Timur,6/22/2021,17.93,0.18,3228.05,83.53
Kalimantan Barat,6/21/2021,17.89,5.35,2441.91,28.77
Kalimantan Tengah,6/13/2021,37.74,0,9245.26,203.48
Kepulauan Bangka Belitung,6/11/2021,70.3,1.45,14206.02,217.43
Lampung,6/10/2021,10.66,0.66,2107.17,106.54
Sumatera Utara,6/4/2021,6.52,0.34,2176.42,71.19
Lampung,6/1/2021,10.66,0.44,2011.3,102.36
Sumatera Utara,5/25/2021,6.52,0.27,2115.78,69.45
Sumatera Utara,5/21/2021,6.52,0.27,2091.11,68.44
Kalimantan Barat,5/16/2021,17.89,0.18,1711.29,12.36
Daerah Istimewa Yogyakarta,5/14/2021,26.71,3.58,11505.6,291.38
Bali,5/12/2021,23.01,1.42,10917.49,339.41
Lampung,4/29/2021,10.66,0.22,1749.64,89.6
Jambi,4/28/2021,27.77,0.29,2148.08,31.49
Kalimantan Tengah,4/26/2021,37.74,0.39,7673.46,171.58
Kalimantan Tengah,4/21/2021,37.74,0.78,7497.21,169.63
Kalimantan Barat,4/17/2021,17.89,0.37,1266.5,6.82
Kalimantan Timur,4/12/2021,27.31,1.97,18495.91,445.08
Sumatera Utara,3/23/2021,6.52,0,1796.79,60.5
Kalimantan Barat,3/14/2021,17.89,0,967.21,6.09
Kalimantan Tengah,3/13/2021,37.74,1.17,5861.21,142.01
Banten,3/2/2021,9.05,0.19,2759.65,82.72
Kalimantan Tengah,2/27/2021,37.74,0.39,5360.1,127.22
Sumatera Barat,2/26/2021,17.57,0.18,5257.42,116.5
Sumatera Utara,2/22/2021,6.52,0.34,1596.99,54.72
Sumatera Utara,2/21/2021,6.52,0.2,1590.47,54.39
Sulawesi Utara,2/15/2021,36.72,0,5530.9,184.34
Kalimantan Selatan,2/14/2021,24.11,1.24,4895.04,169.52
Sumatera Barat,2/4/2021,17.57,0.54,4943.79,111.79
Kepulauan Bangka Belitung,2/3/2021,70.3,0.72,3531.03,61.6
Sumatera Utara,2/1/2021,6.52,0.13,1409.22,50.15
Kalimantan Selatan,1/26/2021,24.11,1.24,4359.13,157.09
Kalimantan Tengah,1/16/2021,37.74,0,4240.77,78.98
Lampung,1/10/2021,10.66,0.33,793.02,38.48
Kepulauan Riau,12/14/2020,50.27,1.04,3272,80.34
Kepulauan Riau,11/12/2020,50.27,2.59,2405.41,60.12
Papua Barat,10/23/2020,85.04,1.75,3382.13,52.6
Kepulauan Riau,10/21/2020,50.27,0.52,1561.11,38.35
Sumatera Utara,9/27/2020,6.52,0.2,674.83,28.3
Sumatera Utara,9/19/2020,6.52,0.34,623.4,26.55
Aceh,9/3/2020,18.49,0.57,341.89,13.15
Aceh,8/29/2020,18.49,1.14,294.63,10.29
Kalimantan Timur,8/28/2020,27.31,0.84,1047.8,42.23
Sulawesi Selatan,8/3/2020,10.29,0,1028.65,33.73
Jawa Barat,7/29/2020,2.15,0.04,138.7,4.56
DKI Jakarta,6/16/2020,8.94,0,831.54,49.51
Kalimantan Tengah,6/23/2021,37.35,0,9596.59,205.81
Lampung,6/12/2021,10.55,0.11,2127.51,107.08
Sumatera Utara,6/3/2021,6.45,0,2169.9,70.86
Kalimantan Tengah,5/23/2021,37.35,0,8501.77,191.03
Kalimantan Tengah,5/22/2021,37.35,0,8464.42,191.03
Kalimantan Barat,4/24/2021,17.7,0,1366.08,7.75
Sulawesi Selatan,4/10/2021,10.18,0.11,6432.67,97.17
Nusa Tenggara Timur,3/19/2021,17.74,0,2120,56.18
Riau,2/12/2021,15.8,0.49,4943.45,118.54
Sulawesi Utara,2/9/2021,36.34,0.76,5339.75,180.55
Nusa Tenggara Barat,1/31/2021,18.22,0.76,1437.12,52.94
Riau,1/29/2021,15.8,0.33,4739.63,112.61
Riau,1/16/2021,15.8,0.82,4475.23,104.38
Lampung,1/14/2021,10.55,1.43,851.51,43.76
Sumatera Utara,1/13/2021,6.45,0.27,1298.03,47.46
Kepulauan Bangka Belitung,1/10/2021,69.58,2.9,2178.63,37.69
Bali,12/26/2020,22.77,1.19,4003.87,117.17
Riau,12/23/2020,15.8,0.49,3953.67,90.05
Bali,12/19/2020,22.77,0,3813.18,112.19
Kalimantan Selatan,12/5/2020,23.86,0,3364.36,133.23
Sulawesi Tenggara,11/18/2020,36.43,0,2211,34.53
Sulawesi Tenggara,10/7/2020,36.43,0.38,1235.46,24.28
Sumatera Utara,10/7/2020,6.45,0.34,737.15,30.52
Sumatera Utara,9/24/2020,6.45,0.2,655.4,27.63
Papua,9/14/2020,22.12,0,1053.14,13.13
Kalimantan Selatan,9/12/2020,23.86,1.24,2298.75,95.7
Aceh,8/10/2020,18.3,0,128.83,3.62
Jawa Tengah,8/3/2020,2.64,0.08,352.3,26.67
Sumatera Utara,7/15/2020,6.45,0,174.19,8.81
Maluku Utara,6/24/2020,73.41,0,427.43,19.12
DKI Jakarta,5/12/2020,8.85,0.18,465.6,38.26
DKI Jakarta,5/8/2020,8.85,0.09,428.72,36.7
Bali,6/18/2021,22.53,0.71,11404.66,363.13
Kalimantan Tengah,6/15/2021,36.96,0,9300.12,203.87
Kalimantan Barat,6/8/2021,17.52,0,2138.93,19.55
Sumatera Utara,6/8/2021,6.39,0.2,2199.81,72.47
Sumatera Utara,6/1/2021,6.39,0.07,2157.19,70.86
Sumatera Utara,5/27/2021,6.39,0.13,2127.88,69.78
Sumatera Selatan,5/20/2021,11.56,1.83,2757.27,142.74
Sumatera Utara,5/18/2021,6.39,0.13,2071.81,68.03
Sumatera Utara,5/7/2021,6.39,0.07,2010.1,66.15
Lampung,5/3/2021,10.44,0.11,1782.29,89.82
Kalimantan Barat,5/2/2021,17.52,0.18,1462.52,8.3
Kalimantan Selatan,4/21/2021,23.61,1.24,7920.86,226.45
Bengkulu,4/18/2021,47.51,0.5,3046.2,82.02
Kepulauan Bangka Belitung,4/8/2021,68.85,0,7236,119.59
Sumatera Utara,3/31/2021,6.39,0.2,1839.21,61.38
Kalimantan Tengah,3/26/2021,36.96,0,6468.92,150.18
Kepulauan Bangka Belitung,3/21/2021,68.85,2.17,6251.78,98.57
Daerah Istimewa Yogyakarta,3/21/2021,26.16,1.1,8662.04,208.48
Nusa Tenggara Timur,2/24/2021,17.56,3.88,1604.23,45.09
Kalimantan Utara,2/22/2021,146.51,1.54,14153.15,194.32
Kalimantan Tengah,2/20/2021,36.96,0.39,5122.77,122.94
Sulawesi Barat,2/13/2021,60.9,0.64,3116.7,57.69
Kepulauan Bangka Belitung,2/8/2021,68.85,2.17,3937.62,65.95
Kepulauan Bangka Belitung,2/7/2021,68.85,0.72,3868.77,63.78
Sumatera Barat,2/6/2021,17.21,0.18,4971.51,112.15
Sulawesi Selatan,2/2/2021,10.08,0,5198.32,78.82
Sulawesi Utara,1/31/2021,35.96,2.27,5092.2,162.38
Kepulauan Bangka Belitung,1/28/2021,68.85,0,3169.38,57.26
Sumatera Utara,1/28/2021,6.39,0.2,1384.28,49.68
Kalimantan Tengah,1/17/2021,36.96,0.39,4277.73,79.37
Sumatera Utara,1/11/2021,6.39,0.2,1285.52,47.13
Kalimantan Tengah,1/1/2021,36.96,0,3826.42,78.2
Sumatera Selatan,12/27/2020,11.56,0.37,1394.82,75.45
Kalimantan Selatan,12/24/2020,23.61,0.75,3698.69,142.43
Lampung,12/19/2020,10.44,0.55,573.9,26.17
Lampung,12/18/2020,10.44,0.11,563.46,25.62
Kalimantan Selatan,12/17/2020,23.61,0,3563.96,137.96
Kalimantan Tengah,12/17/2020,36.96,0,3195.75,76.65
Kalimantan Utara,12/16/2020,146.51,0,3798.54,44.72
Bali,11/25/2020,22.53,0.47,3175.63,98.43
Sulawesi Selatan,11/24/2020,10.08,0,2130.61,51.55
Lampung,11/12/2020,10.44,0.11,268.81,11.54
Papua,10/22/2020,21.89,0,1949.84,27.42
Sumatera Utara,10/9/2020,6.39,0.13,750.19,31.13
Sulawesi Tenggara,10/6/2020,36.05,0,1199.03,23.9
Sumatera Utara,9/20/2020,6.39,0.34,629.79,26.89
Aceh,9/16/2020,18.1,2.29,595.93,21.54
Sulawesi Selatan,8/2/2020,10.08,0,1018.36,33.73
Jawa Barat,7/8/2020,2.1,0.04,87.42,4.21
Jawa Timur,6/1/2020,2.35,0.4,122.46,14.8
Sulawesi Utara,7/4/2021,35.58,0,6293.61,211.21
Aceh,7/2/2021,17.91,1.52,3703.27,156.08
Kalimantan Tengah,6/16/2021,36.57,0.39,9336.69,204.26
Lampung,6/6/2021,10.33,0.11,2059.79,104.23
Kalimantan Timur,6/3/2021,26.46,0.28,20226.11,487.3
Lampung,5/24/2021,10.33,0.11,1936.21,100.05
Kalimantan Tengah,5/20/2021,36.57,0,8391.27,189.47
Daerah Istimewa Yogyakarta,5/15/2021,25.89,1.38,11531.49,292.76
Bali,5/13/2021,22.3,0.95,10939.78,340.36
Sumatera Barat,5/13/2021,17.03,0,7267.48,159.08
Kepulauan Riau,5/7/2021,48.72,0,6337.72,140.46
Kepulauan Riau,5/5/2021,48.72,0,6157.87,134.76
Kepulauan Bangka Belitung,4/17/2021,68.13,1.45,8017.3,129.73
Sulawesi Selatan,4/13/2021,9.97,0,6450.38,97.17
Sumatera Selatan,4/10/2021,11.44,1.46,2245.32,109.89
Sulawesi Selatan,3/31/2021,9.97,0,6325.53,96.53
Kepulauan Bangka Belitung,3/28/2021,68.13,1.45,6627.21,106.54
Kalimantan Tengah,3/10/2021,36.57,1.17,5781.06,136.17
Sumatera Utara,3/8/2021,6.32,0.2,1709.12,57.82
Kalimantan Tengah,3/3/2021,36.57,0.78,5486.54,129.17
Lampung,2/23/2021,10.33,0.22,1339.22,68.93
Kepulauan Bangka Belitung,1/23/2021,68.13,0.72,2838.16,55.08
Sulawesi Utara,1/13/2021,35.58,0.38,4085.34,130.21
Kalimantan Tengah,1/10/2021,36.57,0.39,4064.13,78.59
Sulawesi Tengah,1/5/2021,31.8,1.02,1318.19,39.92
Sumatera Selatan,12/22/2020,11.44,0.24,1339.45,73.5
Sulawesi Tenggara,12/16/2020,35.67,0,2783.57,45.15
Jambi,12/3/2020,26.91,0.57,620.61,11.45
Bali,11/21/2020,22.3,0,3086.21,96.53
Sumatera Selatan,11/6/2020,11.44,0.12,995.92,57.19
Kalimantan Selatan,11/5/2020,23.37,0.25,2989.77,121.3
Kalimantan Timur,10/16/2020,26.46,0.84,3182.26,123.59
Banten,10/14/2020,8.77,0.19,672.89,21.64
Maluku,10/8/2020,50.89,0,1771.43,22.2
Sumatera Utara,9/25/2020,6.32,0.34,661.72,27.97
Sumatera Utara,9/14/2020,6.32,0.4,575.4,24.34
Jawa Tengah,8/21/2020,2.58,0.14,417.28,31.05
Sumatera Utara,8/13/2020,6.32,0.34,360.2,15.93
Kalimantan Selatan,7/28/2020,23.37,0.99,1437.22,69.35
Jawa Tengah,7/26/2020,2.58,0.41,313.33,23.65
Papua,7/1/2020,21.66,0,416.33,3.46
Kalimantan Selatan,6/21/2020,23.37,0.5,638.57,41.26
DKI Jakarta,5/19/2020,8.67,0.65,539.55,40.57
Sulawesi Selatan,6/27/2021,9.87,0.53,6763.63,103.32
Aceh,6/20/2021,17.72,0.57,3493.06,137.79
Kalimantan Selatan,6/17/2021,23.12,0.25,8816.45,261
Sumatera Utara,6/9/2021,6.25,0.34,2206.07,72.81
Sumatera Utara,6/2/2021,6.25,0,2163.44,70.86
Kepulauan Bangka Belitung,5/2/2021,67.4,2.9,9957.48,157.27
Sumatera Selatan,4/27/2021,11.32,1.22,2442.09,122.3
Sumatera Barat,4/26/2021,16.85,1.09,6532.78,141.14
Sumatera Selatan,4/20/2021,11.32,1.83,2345.59,116.34
Sulawesi Selatan,4/15/2021,9.87,0,6472.76,97.17
Sumatera Barat,3/14/2021,16.85,0.54,5472.31,121.03
Papua,2/27/2021,21.43,0,3913.74,40.32
Sulawesi Tengah,2/18/2021,31.47,1.69,3208.52,80.19
Riau,2/7/2021,15.31,0.49,4862.28,116.23
Nusa Tenggara Timur,1/29/2021,17.19,0.74,865.96,24.39
Sumatera Utara,1/27/2021,6.25,0.2,1377.89,49.48
Riau,1/14/2021,15.31,0.16,4431.44,103.23
Kalimantan Selatan,1/7/2021,23.12,0,3920.41,147.15
Riau,12/26/2020,15.31,1.32,4017.22,93.18
Kalimantan Selatan,12/25/2020,23.12,0,3721.8,142.43
Sulawesi Utara,12/13/2020,35.2,1.14,3017.17,101.44
Sumatera Utara,11/28/2020,6.25,0.34,1036.65,41.01
Bali,11/11/2020,22.06,0,2948.17,94.87
Sumatera Utara,10/31/2020,6.25,0.27,880.68,35.9
Sumatera Utara,10/26/2020,6.25,0.47,850.63,35.23
Bali,10/12/2020,22.06,0.47,2424.71,22.77
Bali,8/28/2020,22.06,0,1161.48,4.98
Jawa Barat,8/21/2020,2.06,0.18,199.29,5.54
Kalimantan Timur,8/18/2020,26.18,0.28,725.47,27.59
Jawa Barat,8/4/2020,2.06,0.11,149.15,4.72
Sulawesi Selatan,7/21/2020,9.87,0.42,871.34,29.49
Sumatera Selatan,7/10/2020,11.32,0.24,312.5,17.89
Aceh,7/1/2021,17.53,0.57,3685.35,154.56
Kepulauan Bangka Belitung,6/17/2021,66.68,2.17,14497.38,224.68
Lampung,6/17/2021,10.11,6.27,2182.93,115.88
Kalimantan Tengah,5/21/2021,35.79,1.56,8427.07,191.03
Sumatera Utara,5/19/2021,6.18,0.07,2078,68.1
Banten,5/10/2021,8.58,0.37,4488.65,114.53
Kalimantan Timur,5/10/2021,25.9,0.56,19614.09,472.67
Kepulauan Riau,5/9/2021,47.68,0,6443.45,140.46
Jambi,4/29/2021,26.34,0.29,2174.41,31.77
Kalimantan Barat,4/23/2021,16.97,0,1348.38,7.75
Kalimantan Tengah,4/18/2021,35.79,0.78,7373.88,168.07
Kalimantan Barat,4/14/2021,16.97,0.18,1214.31,6.45
Kalimantan Tengah,4/4/2021,35.79,0.78,6843.2,154.07
Sumatera Utara,3/11/2021,6.18,0.13,1727.95,58.35
Sulawesi Selatan,3/9/2021,9.76,0.11,6120.58,93.14
Sumatera Barat,3/6/2021,16.67,0,5371.39,118.31
Lampung,2/22/2021,10.11,0.77,1328.89,68.71
Papua,2/22/2021,21.2,0,3816.74,40.32
Sulawesi Utara,2/7/2021,34.82,3.03,5291.68,173.74
Riau,2/4/2021,15.15,0.82,4824.25,114.75
Sumatera Utara,1/30/2021,6.18,0.13,1396.58,49.95
Sumatera Utara,1/25/2021,6.18,0.27,1365.59,49.14
Sulawesi Tenggara,1/22/2021,34.91,0.76,3455.94,64.88
Sulawesi Utara,1/21/2021,34.82,0.76,4516.1,135.51
Sumatera Selatan,1/15/2021,11.2,0.49,1571.51,79.71
Sumatera Utara,1/8/2021,6.18,0.27,1267.1,46.79
Lampung,1/7/2021,10.11,1.43,755.86,37.27
Sumatera Utara,1/4/2021,6.18,0.07,1243.71,46.05
Sumatera Selatan,12/31/2020,11.2,0.12,1439.11,76.06
Papua,12/27/2020,21.2,0,3006.9,33.64
Sumatera Barat,11/30/2020,16.67,1.27,3631.11,75.01
Sulawesi Selatan,11/28/2020,9.76,0,2167.42,51.87
Sumatera Utara,11/27/2020,6.18,0.27,1030.39,40.67
Sulawesi Tenggara,11/10/2020,34.91,0,2070.61,33.39
Sumatera Utara,10/28/2020,6.18,0.13,862.86,35.43
Bali,10/17/2020,21.82,0.24,2535.95,23.96
Bali,10/16/2020,21.82,0,2514.13,23.72
Kepulauan Riau,9/26/2020,47.68,0,1096.2,28.51
Kalimantan Tengah,9/23/2020,35.79,0,1319.7,50.58
Sumatera Utara,9/7/2020,6.18,0.27,519.33,22.86
Aceh,8/14/2020,17.53,0,160.27,4.38
Jawa Barat,8/11/2020,2.04,0.09,169.06,5.07
Sulawesi Selatan,7/30/2020,9.76,0.32,986.65,32.88
Kalimantan Selatan,7/21/2020,22.87,1.24,1263.47,64.88
Bali,7/4/2020,21.82,0.47,424.08,3.08
DKI Jakarta,6/12/2020,8.48,0.37,787.56,47.76
DKI Jakarta,5/2/2020,8.48,1.57,371.1,34.11
Kepulauan Bangka Belitung,6/16/2021,65.95,1.45,14430.7,222.5
Jambi,6/11/2021,26.05,1.15,3073.55,57.54
Kalimantan Tengah,5/26/2021,35.4,0.39,8591.25,192.97
Sumatera Utara,5/17/2021,6.12,0.13,2065.43,67.9
Aceh,5/17/2021,17.34,0.95,2351.7,95.1
Kalimantan Tengah,5/5/2021,35.4,0.39,7973.42,177.02
Aceh,5/5/2021,17.34,1.14,2188.19,87.86
Aceh,4/23/2021,17.34,0.38,2021.44,80.42
Lampung,4/19/2021,10,0.66,1657.84,87.08
Sumatera Selatan,3/30/2021,11.07,0.24,2144.8,104.65
Sumatera Selatan,3/29/2021,11.07,0.12,2133.73,104.41
Banten,3/25/2021,8.49,0,3328.27,88.32
Sumatera Utara,3/24/2021,6.12,0.07,1802.9,60.57
Kepulauan Bangka Belitung,3/16/2021,65.95,0.72,5942.31,92.04
Sumatera Utara,3/13/2021,6.12,0.13,1739.64,58.76
Banten,2/7/2021,8.49,0.37,2483.13,71.25
Sumatera Utara,1/31/2021,6.12,0.07,1402.7,50.02
Sumatera Utara,1/29/2021,6.12,0.13,1390.4,49.82
Sumatera Selatan,1/23/2021,11.07,0.24,1654.87,82.99
Sulawesi Tenggara,1/13/2021,34.53,0.38,3259.39,61.85
Kepulauan Bangka Belitung,1/11/2021,65.95,0.72,2244.58,38.41
Kalimantan Utara,12/27/2020,140.34,0,5114.07,57.06
Lampung,12/27/2020,10,0.44,653.83,27.93
Kalimantan Selatan,12/12/2020,22.62,0.5,3472.74,136.96
Bali,12/5/2020,21.58,0.24,3470.68,104.83
Sulawesi Tenggara,12/1/2020,34.53,0,2502.03,40.22
Papua Barat,11/3/2020,79.78,0,3752.08,58.74
Sumatera Utara,11/1/2020,6.12,0.2,886.8,36.1
Banten,10/29/2020,8.49,0.37,865.2,25.83
Sumatera Utara,10/23/2020,6.12,0.07,832.68,34.62
Sumatera Utara,10/19/2020,6.12,0.27,809.08,33.88
Sulawesi Tenggara,10/11/2020,34.53,0.38,1353.84,25.04
Papua,10/4/2020,20.97,0.92,1562.32,23.73
Aceh,9/25/2020,17.34,0.38,758.87,28.21
Aceh,9/22/2020,17.34,1.33,721.33,27.06
Kalimantan Timur,8/19/2020,25.62,0.84,751.09,28.43
Kalimantan Selatan,6/9/2020,22.62,1.99,356.69,26.6
DKI Jakarta,6/3/2020,8.39,0.46,678.58,46.28
Kepulauan Bangka Belitung,6/23/2021,65.23,0.72,14803.95,233.37
Bali,6/21/2021,21.35,0.24,11487.91,364.31
Kalimantan Timur,6/8/2021,25.34,0.84,20337.87,492.09
Kalimantan Tengah,6/7/2021,35.02,0,9018.44,201.53
Kalimantan Tengah,6/5/2021,35.02,0.39,8965.92,200.76
Lampung,6/2/2021,9.89,0.33,2021.2,102.69
Kepulauan Bangka Belitung,6/1/2021,65.23,0.72,13326.16,195.69
Kalimantan Timur,6/1/2021,25.34,0,20181.63,485.62
Jambi,5/30/2021,25.76,2.29,2727.46,51.53
Kalimantan Tengah,5/9/2021,35.02,0,8118.54,177.8
Nusa Tenggara Timur,4/30/2021,16.63,0.92,2652.4,69.11
Bengkulu,4/23/2021,45.01,0,3182.73,83.02
Sumatera Selatan,4/8/2021,10.95,0.73,2224.26,108.06
Kalimantan Timur,4/5/2021,25.34,1.69,18156.96,436.07
Kalimantan Tengah,4/3/2021,35.02,1.17,6807.41,153.29
Nusa Tenggara Timur,3/31/2021,16.63,0.55,2294.26,61.72
Sumatera Barat,3/23/2021,16.31,0.36,5602.94,123.02
Daerah Istimewa Yogyakarta,3/14/2021,24.79,1.1,8294.37,200.77
Sumatera Utara,3/10/2021,6.05,0,1721.76,58.22
Sulawesi Tengah,2/23/2021,30.45,0.68,3298.52,83.91
Sumatera Barat,2/19/2021,16.31,0.54,5165.38,115.6
Nusa Tenggara Barat,2/10/2021,17.08,0.19,1512.07,63.37
Nusa Tenggara Timur,2/10/2021,16.63,0,1213.75,29.75
Kepulauan Bangka Belitung,1/27/2021,65.23,0,3100.52,57.26
Sumatera Utara,1/26/2021,6.05,0.13,1371.64,49.28
Nusa Tenggara Barat,1/21/2021,17.08,0.57,1289.69,51.04
Papua,1/21/2021,20.74,0,3315.4,36.63
Sumatera Utara,1/12/2021,6.05,0.07,1291.57,47.19
Sumatera Utara,1/10/2021,6.05,0.07,1279.14,46.92
Kepulauan Bangka Belitung,12/30/2020,65.23,0.72,1654.63,24.64
Kalimantan Utara,12/25/2020,138.8,0,4887.36,57.06
Kalimantan Tengah,12/24/2020,35.02,0,3597.26,77.81
Kalimantan Selatan,12/23/2020,22.37,0.5,3675.07,141.68
Sumatera Utara,12/21/2020,6.05,0.13,1166.6,44.1
Bengkulu,12/12/2020,45.01,0.5,1192.27,47.01
Kalimantan Timur,12/7/2020,25.34,1.97,5941.4,172.57
Bengkulu,12/4/2020,45.01,1.5,1001.73,41.51
Kalimantan Timur,11/24/2020,25.34,1.41,5208.62,159.34
Daerah Istimewa Yogyakarta,11/17/2020,24.79,0.28,1287.52,31.67
Banten,11/4/2020,8.39,0.19,913.42,26.95
Banten,11/1/2020,8.39,0.19,891.5,26.39
Sumatera Utara,10/27/2020,6.05,0.07,856.68,35.29
Sumatera Utara,10/25/2020,6.05,0.13,844.38,34.76
Aceh,10/23/2020,17.15,0.76,1341.08,48.79
Sulawesi Tenggara,10/22/2020,34.15,0.76,1696.48,28.46
Sumatera Utara,10/20/2020,6.05,0.27,815.13,34.15
Sumatera Utara,10/15/2020,6.05,0.27,785.62,32.94
Sulawesi Tenggara,9/23/2020,34.15,0.38,892.06,19.35
Kalimantan Timur,9/10/2020,25.34,0.84,1532.86,65.59
Aceh,9/4/2020,17.15,0.57,359.04,13.72
Sumatera Barat,8/30/2020,16.31,0.18,374.69,10.15
Kalimantan Selatan,8/17/2020,22.37,1.49,1799.88,80.54
Sulawesi Selatan,8/12/2020,9.55,0.11,1124.87,35.43
Sulawesi Selatan,8/9/2020,9.55,0,1103.23,35.11
Kalimantan Selatan,7/24/2020,22.37,0.75,1347.73,65.87
Kalimantan Selatan,6/24/2020,22.37,1.74,689.78,43.25
DKI Jakarta,6/8/2020,8.3,0,729.66,46.74
DKI Jakarta,4/8/2020,8.3,0.74,97.55,15.3
Sulawesi Tenggara,7/6/2021,33.77,1.52,4579.46,93.72
Sumatera Barat,6/28/2021,16.13,1.81,9158.14,212.53
Kalimantan Selatan,6/26/2021,22.12,0.99,8915.63,263.98
Kepulauan Bangka Belitung,6/22/2021,64.5,1.45,14738.72,232.65
Lampung,6/11/2021,9.78,0.44,2116.96,106.97
Kepulauan Bangka Belitung,6/10/2021,64.5,2.9,14135.72,215.98
Banten,6/5/2021,8.3,0.19,4662.68,118.07
Kalimantan Timur,5/31/2021,25.05,0.56,20156.29,485.62
Lampung,5/30/2021,9.78,0.11,1989.76,101.81
Sumatera Utara,5/28/2021,5.98,0.2,2133.86,69.98
Banten,5/25/2021,8.3,0.19,4565.41,116.39
Sumatera Utara,5/10/2021,5.98,0.27,2026.7,66.76
Nusa Tenggara Timur,5/7/2021,16.45,1.11,2803.94,71.89
Sumatera Barat,4/19/2021,16.13,0.54,6201.21,135.34
Kepulauan Bangka Belitung,3/30/2021,64.5,2.17,6737.37,110.16
Papua,3/26/2021,20.51,0,4445.04,46.08
